Id,No,Major,Course,Score,Credit
21775,320,1,55,84.0,2.0
21776,246,0,132,77.0,2.5
21777,351,2,114,66.0,3.0
21778,302,1,164,81.0,2.0
21779,27,0,54,88.0,2.0
21780,461,2,6,70.0,4.0
21781,226,0,37,92.0,2.0
21782,467,2,59,86.0,1.0
21783,193,0,56,62.0,3.5
21784,130,0,53,73.0,3.0
21785,432,2,5,79.0,3.0
21786,111,0,48,79.0,6.0
21787,305,1,11,86.0,1.0
21788,151,0,12,92.0,1.0
21789,107,0,27,99.0,2.0
21790,110,0,5,62.0,3.0
21791,322,1,176,75.0,2.0
21792,399,2,20,78.0,4.0
21793,296,1,29,95.0,3.0
21794,311,1,51,89.0,2.0
21795,286,1,51,79.0,2.0
21796,190,0,126,84.0,2.5
21797,319,1,9,73.0,4.5
21798,251,0,14,64.0,3.0
21799,418,2,35,62.0,4.0
21800,284,1,49,85.0,1.0
21801,364,2,12,80.0,1.0
21802,196,0,136,79.0,1.0
21803,282,1,45,82.0,3.0
21804,158,0,48,84.0,6.0
21805,163,0,46,88.0,2.0
21806,408,2,36,77.0,4.0
21807,345,2,9,75.0,4.5
21808,257,1,3,80.0,2.0
21809,162,0,132,93.0,2.5
21810,291,1,7,85.0,6.0
21811,165,0,55,75.0,2.0
21812,45,0,11,80.0,1.0
21813,231,0,42,46.0,1.0
21814,58,0,41,86.0,1.0
21815,354,2,3,77.0,2.0
21816,370,2,22,88.0,2.0
21817,214,0,58,84.0,2.0
21818,207,0,36,76.0,4.0
21819,23,0,59,75.0,1
21820,54,0,13,75.0,2.0
21821,394,2,2,92.0,1.0
21822,247,0,51,83.0,2.0
21823,376,2,6,63.0,4.0
21824,94,0,9,68.0,4.5
21825,342,1,127,64.0,3.0
21826,404,2,25,81.0,3.0
21827,226,0,26,85.0,1.0
21828,59,0,22,82.0,2.0
21829,171,0,57,57.0,3.0
21830,320,1,36,77.0,4.0
21831,97,0,9,89.0,4.5
21832,347,2,46,85.0,2.0
21833,406,2,51,79.0,2.0
21834,359,2,54,90.0,2.0
21835,380,2,77,68.0,4.0
21836,140,0,23,74.0,2.0
21837,394,2,42,93.0,1.0
21838,113,0,22,73.0,2.0
21839,375,2,77,72.0,4.0
21840,261,1,26,72.0,1.0
21841,177,0,40,87.0,1.0
21842,422,2,16,90.0,4.5
21843,285,1,36,83.0,4.0
21844,40,0,19,81.0,3.0
21845,446,2,13,70.0,2.0
21846,326,1,109,75.0,3.0
21847,248,0,45,80.0,3.0
21848,440,2,188,82.0,3.0
21849,83,0,19,77.0,3.0
21850,115,0,4,84.0,2.0
21851,33,0,17,68.0,4.0
21852,295,1,21,83.0,1.0
21853,185,0,58,77.0,2.0
21854,341,1,45,61.0,3.0
21855,400,2,3,76.0,2.0
21856,378,2,31,95.0,1.0
21857,376,2,188,83.0,3.0
21858,273,1,146,73.0,3.0
21859,127,0,0,74.0,3.0
21860,44,0,5,64.0,3.0
21861,235,0,34,87.0,2.5
21862,97,0,126,82.0,2.5
21863,62,0,9,74.0,4.5
21864,250,0,40,90.0,1.0
21865,132,0,105,84.0,3.0
21866,117,0,59,85.0,1.0
21867,243,0,4,84.0,2.0
21868,285,1,21,87.0,1.0
21869,445,2,43,91.0,3.0
21870,1,0,28,78.0,1.0
21871,117,0,16,81.0,4.5
21872,107,0,113,65.0,2.5
21873,448,2,22,83.0,2.0
21874,291,1,13,79.0,2.0
21875,421,2,6,76.0,4.0
21876,160,0,5,84.0,3.0
21877,26,0,47,82.0,3.0
21878,283,1,1,71.0,4.0
21879,224,0,55,60.0,2.0
21880,267,1,35,89.0,4.0
21881,287,1,55,71.0,2.0
21882,301,1,164,84.0,2.0
21883,44,0,35,61.0,4.0
21884,337,1,19,77.0,3.0
21885,357,2,188,79.0,3.0
21886,203,0,1,63.0,4.0
21887,113,0,7,79.0,6.0
21888,51,0,55,84.0,2.0
21889,272,1,1,74.0,4.0
21890,176,0,36,75.0,4.0
21891,424,2,39,72.0,1.0
21892,222,0,55,71.0,2.0
21893,151,0,54,90.0,2.0
21894,70,0,110,75.0,3.5
21895,55,0,51,75.0,2.0
21896,485,2,77,71.0,4.0
21897,277,1,30,60.0,1.0
21898,436,2,201,75.0,2.0
21899,348,2,25,92.0,3.0
21900,368,2,43,74.0,3.0
21901,13,0,43,86.0,3.0
21902,308,1,105,84.0,3.0
21903,154,0,13,70.0,2.0
21904,243,0,57,80.0,3.0
21905,351,2,21,81.0,1.0
21906,362,2,26,76.0,1.0
21907,9,0,31,95.0,1.0
21908,129,0,45,75.0,3.0
21909,367,2,39,83.0,1.0
21910,137,0,27,93.0,2.0
21911,238,0,57,74.0,3.0
21912,225,0,5,66.0,3.0
21913,233,0,16,87.0,4.5
21914,262,1,162,92.0,3.0
21915,245,0,21,84.0,1.0
21916,476,2,26,85.0,1.0
21917,56,0,113,87.0,2.5
21918,175,0,18,78.0,2.5
21919,366,2,46,85.0,2.0
21920,440,2,200,69.0,3.0
21921,251,0,53,73.0,3.0
21922,157,0,9,72.0,4.5
21923,189,0,135,91.0,1.0
21924,90,0,1,53.0,4.0
21925,317,1,116,79.0,2.0
21926,260,1,166,90.0,1.0
21927,238,0,30,86.0,1.0
21928,310,1,45,81.0,3.0
21929,145,0,36,76.0,4.0
21930,232,0,54,80.0,2.0
21931,410,2,13,74.0,2.0
21932,65,0,1,62.0,4.0
21933,200,0,51,79.0,2.0
21934,246,0,20,62.0,4.0
21935,157,0,48,84.0,6.0
21936,365,2,32,87.0,8.0
21937,245,0,131,86.0,2.5
21938,2,0,61,62.0,2.0
21939,111,0,21,82.0,1.0
21940,291,1,172,83.0,2.0
21941,28,0,22,78.0,2.0
21942,444,2,49,88.0,1.0
21943,251,0,46,95.0,2.0
21944,191,0,52,89.0,1.0
21945,289,1,5,72.0,3.0
21946,177,0,22,74.0,2.0
21947,238,0,58,79.0,2.0
21948,30,0,35,84.0,4.0
21949,486,2,30,92.0,1.0
21950,123,0,55,64.0,2.0
21951,441,2,191,82.0,3.0
21952,319,1,2,82.0,1.0
21953,75,0,58,68.0,2.0
21954,426,2,16,87.0,4.5
21955,484,2,195,74.0,2.0
21956,96,0,42,93.0,1.0
21957,391,2,77,67.0,4.0
21958,356,2,1,71.0,4.0
21959,292,1,5,84.0,3.0
21960,372,2,15,66.0,3.5
21961,138,0,51,89.0,2.0
21962,259,1,58,76.0,2.0
21963,89,0,117,73.0,3.5
21964,480,2,58,69.0,2.0
21965,433,2,9,63.0,4.5
21966,360,2,5,85.0,3.0
21967,427,2,189,99.0,3.0
21968,20,0,37,66.0,2.0
21969,355,2,58,72.0,2.0
21970,9,0,0,73.0,3.0
21971,137,0,55,82.0,2.0
21972,303,1,6,85.0,4.0
21973,465,2,37,61.0,2.0
21974,287,1,168,75.0,2.0
21975,398,2,45,73.0,3.0
21976,437,2,22,77.0,2.0
21977,448,2,59,86.0,1.0
21978,461,2,188,84.0,3.0
21979,212,0,53,64.0,3.0
21980,301,1,9,88.0,4.5
21981,127,0,31,90.0,1.0
21982,346,2,114,65.0,3.0
21983,44,0,28,86.0,1.0
21984,349,2,17,56.0,4.0
21985,294,1,12,90.0,1.0
21986,134,0,8,82.0,6.0
21987,392,2,77,65.0,4.0
21988,132,0,27,96.0,2.0
21989,32,0,6,68.0,4.0
21990,463,2,19,84.0,3.0
21991,119,0,105,93.0,3.0
21992,462,2,22,78.0,2.0
21993,310,1,166,85.0,1.0
21994,167,0,20,60.0,4.0
21995,107,0,59,91.0,1.0
21996,112,0,130,89.0,2.5
21997,307,1,37,83.0,2.0
21998,77,0,42,74.0,1.0
21999,26,0,48,70.0,6.0
22000,451,2,30,75.0,1.0
22001,473,2,109,76.0,3.0
22002,77,0,6,62.0,4.0
22003,186,0,137,85.0,2.5
22004,125,0,44,74.0,2.5
22005,186,0,52,85.0,1.0
22006,480,2,57,69.0,3.0
22007,293,1,12,89.0,1.0
22008,69,0,35,77.0,4.0
22009,225,0,12,88.0,1.0
22010,337,1,28,75.0,1.0
22011,281,1,55,80.0,2.0
22012,238,0,22,83.0,2.0
22013,443,2,51,81.8,2.0
22014,160,0,14,82.0,3.0
22015,58,0,7,80.0,6.0
22016,398,2,11,90.0,1.0
22017,182,0,37,83.0,2.0
22018,373,2,23,90.0,2.0
22019,426,2,22,80.0,2.0
22020,40,0,29,82.0,3.0
22021,378,2,10,79.0,2.0
22022,179,0,47,67.0,3.0
22023,44,0,42,63.0,1.0
22024,263,1,124,88.0,0.5
22025,91,0,37,87.0,2.0
22026,69,0,5,75.0,3.0
22027,326,1,161,65.0,2.0
22028,337,1,2,92.0,1.0
22029,217,0,20,56.0,4.0
22030,123,0,46,85.0,2.0
22031,149,0,28,90.0,1.0
22032,279,1,5,76.0,3.0
22033,351,2,105,83.0,3.0
22034,489,2,58,81.0,2.0
22035,203,0,109,63.0,3.0
22036,461,2,43,66.0,3.0
22037,295,1,9,54.0,4.5
22038,181,0,32,94.0,8.0
22039,433,2,48,83.0,6.0
22040,286,1,176,86.0,2.0
22041,368,2,17,71.0,4.0
22042,313,1,22,78.0,2.0
22043,474,2,37,84.0,2.0
22044,135,0,45,82.0,3.0
22045,398,2,5,80.0,3.0
22046,358,2,5,84.0,3.0
22047,51,0,18,79.0,2.5
22048,429,2,40,97.0,1.0
22049,347,2,187,79.0,0.5
22050,52,0,6,69.0,4.0
22051,433,2,21,74.0,1.0
22052,49,0,9,63.0,4.5
22053,458,2,6,70.0,4.0
22054,40,0,55,61.0,2.0
22055,237,0,31,95.0,1.0
22056,374,2,40,78.0,1.0
22057,163,0,5,82.0,3.0
22058,420,2,29,68.0,3.0
22059,22,0,41,89.0,1.0
22060,301,1,12,85.0,1.0
22061,270,1,56,74.0,3.5
22062,371,2,40,85.0,1.0
22063,378,2,114,63.0,3.0
22064,128,0,48,85.0,6.0
22065,262,1,0,94.0,3.0
22066,205,0,10,61.0,2.0
22067,155,0,133,92.0,2.5
22068,473,2,19,93.0,3.0
22069,307,1,5,52.0,3.0
22070,31,0,3,70.0,2.0
22071,365,2,46,85.0,2.0
22072,112,0,53,81.0,3.0
22073,276,1,16,80.0,4.5
22074,279,1,56,67.0,3.5
22075,404,2,1,71.0,4.0
22076,144,0,49,76.0,1.0
22077,154,0,5,87.0,3.0
22078,49,0,20,64.0,4.0
22079,180,0,49,89.0,1.0
22080,302,1,5,26.0,3.0
22081,44,0,25,90.0,3.0
22082,212,0,0,82.0,3.0
22083,467,2,19,79.0,3.0
22084,461,2,200,72.0,3.0
22085,222,0,42,88.0,1.0
22086,358,2,31,100.0,1.0
22087,430,2,200,73.0,3.0
22088,448,2,58,80.0,2.0
22089,172,0,40,94.0,1.0
22090,489,2,16,72.0,4.5
22091,458,2,25,71.0,3.0
22092,458,2,43,79.0,3.0
22093,443,2,10,80.8,2.0
22094,8,0,105,81.0,3.0
22095,447,2,28,80.0,1.0
22096,28,0,36,82.0,4.0
22097,98,0,17,69.0,4.0
22098,284,1,50,66.0,4.0
22099,208,0,42,60.0,1.0
22100,201,0,115,80.0,1.0
22101,223,0,13,74.0,2.0
22102,257,1,6,79.0,4.0
22103,333,1,19,94.0,3.0
22104,345,2,45,60.0,3.0
22105,314,1,20,38.0,4.0
22106,91,0,40,88.0,1.0
22107,405,2,8,82.0,6.0
22108,57,0,117,78.0,3.5
22109,435,2,49,84.0,1.0
22110,261,1,31,95.0,1.0
22111,138,0,31,95.0,1.0
22112,217,0,7,85.0,6.0
22113,294,1,45,60.0,3.0
22114,196,0,132,85.0,2.5
22115,260,1,21,89.0,1.0
22116,358,2,54,84.0,2.0
22117,32,0,36,78.0,4.0
22118,195,0,131,84.0,2.5
22119,117,0,9,77.0,4.5
22120,42,0,6,60.0,4.0
22121,92,0,117,69.0,3.5
22122,446,2,51,68.0,2.0
22123,46,0,43,66.0,3.0
22124,211,0,1,73.0,4.0
22125,458,2,191,92.0,3.0
22126,201,0,110,72.0,3.5
22127,43,0,12,84.0,1.0
22128,215,0,43,70.0,3.0
22129,137,0,113,80.0,2.5
22130,236,0,26,90.0,1.0
22131,5,0,7,88.0,6.0
22132,104,0,31,90.0,1.0
22133,310,1,105,85.0,3.0
22134,373,2,2,90.0,1.0
22135,201,0,50,73.0,4.0
22136,393,2,187,87.0,0.5
22137,487,2,9,76.0,4.5
22138,223,0,25,98.0,3.0
22139,294,1,40,73.0,1.0
22140,92,0,57,69.0,3.0
22141,291,1,56,72.0,3.5
22142,356,2,32,85.0,8.0
22143,421,2,77,67.0,4.0
22144,62,0,18,90.0,2.5
22145,346,2,20,69.0,4.0
22146,39,0,16,86.0,4.5
22147,246,0,56,81.0,3.5
22148,215,0,27,88.0,2.0
22149,295,1,25,81.0,3
22150,15,0,20,61.0,4.0
22151,205,0,7,71.0,6.0
22152,75,0,35,62.0,4.0
22153,293,1,166,90.0,1.0
22154,168,0,53,86.0,3.0
22155,182,0,28,85.0,1.0
22156,151,0,0,96.0,3.0
22157,402,2,30,72.0,1.0
22158,228,0,19,82.0,3.0
22159,371,2,54,81.0,2.0
22160,103,0,3,79.0,2.0
22161,22,0,111,0.0,2.5
22162,432,2,43,77.0,3.0
22163,221,0,8,75.0,6.0
22164,43,0,3,75.0,2.0
22165,15,0,26,64.0,1.0
22166,240,0,48,77.0,6.0
22167,79,0,54,85.0,2.0
22168,435,2,10,61.0,2.0
22169,220,0,14,74.0,3.0
22170,391,2,40,86.0,1.0
22171,337,1,11,87.0,1.0
22172,221,0,20,79.0,4.0
22173,447,2,43,53.0,3.0
22174,181,0,49,80.0,1.0
22175,327,1,13,73.0,2.0
22176,369,2,8,67.0,6.0
22177,433,2,192,80.0,2.0
22178,155,0,11,78.0,1.0
22179,405,2,46,80.0,2.0
22180,50,0,5,86.0,3.0
22181,395,2,59,92.0,1.0
22182,208,0,19,77.0,3.0
22183,181,0,35,79.0,4.0
22184,373,2,52,85.0,1.0
22185,481,2,49,90.0,1.0
22186,323,1,180,83.0,2.0
22187,482,2,46,85.0,2.0
22188,289,1,161,80.0,2.0
22189,483,2,17,70.0,4.0
22190,85,0,48,90.0,6.0
22191,472,2,46,86.0,2.0
22192,90,0,56,75.0,3.5
22193,402,2,192,81.0,2.0
22194,476,2,189,95.0,3.0
22195,228,0,56,79.0,3.5
22196,470,2,25,88.0,3.0
22197,389,2,28,85.0,1.0
22198,318,1,29,80.0,3.0
22199,134,0,49,87.0,1.0
22200,398,2,187,60.0,0.5
22201,242,0,42,70.0,1.0
22202,114,0,24,96.0,1.0
22203,306,1,24,97.0,1.0
22204,327,1,127,33.0,3.0
22205,104,0,9,87.0,4.5
22206,114,0,42,94.0,1.0
22207,279,1,162,64.0,3.0
22208,338,1,0,73.0,3.0
22209,58,0,58,84.0,2.0
22210,105,0,10,79.0,2.0
22211,126,0,5,62.0,3.0
22212,39,0,52,92.0,1.0
22213,333,1,113,80.0,2.5
22214,289,1,10,64.0,2.0
22215,478,2,28,70.0,1.0
22216,239,0,26,80.0,1.0
22217,269,1,46,95.0,2.0
22218,112,0,134,81.0,2.5
22219,390,2,58,78.0,2.0
22220,111,0,52,84.0,1.0
22221,393,2,48,93.0,6.0
22222,329,1,176,88.0,2.0
22223,48,0,9,79.0,4.5
22224,385,2,23,80.0,2.0
22225,161,0,7,84.0,6.0
22226,362,2,3,73.0,2.0
22227,276,1,7,82.0,6.0
22228,342,1,36,76.0,4.0
22229,61,0,0,75.6,3.0
22230,17,0,45,67.0,3.0
22231,309,1,163,64.0,3.5
22232,395,2,16,96.0,4.5
22233,489,2,42,60.0,1.0
22234,462,2,191,82.0,3.0
22235,281,1,22,85.0,2.0
22236,163,0,36,69.0,4.0
22237,328,1,56,75.0,3.5
22238,205,0,34,88.0,2.5
22239,88,0,11,92.0,1.0
22240,22,0,57,77.0,3.0
22241,337,1,12,80.0,1.0
22242,431,2,20,56.0,4.0
22243,199,0,112,77.0,3.0
22244,282,1,40,90.0,1.0
22245,309,1,28,75.0,1.0
22246,490,2,24,97.0,1.0
22247,274,1,16,81.0,4.5
22248,223,0,130,85.0,2.5
22249,431,2,35,85.0,4.0
22250,456,2,36,74.0,4.0
22251,136,0,51,63.0,2.0
22252,417,2,109,86.0,3.0
22253,138,0,13,69.0,2.0
22254,397,2,73,80.0,0.5
22255,135,0,53,82.0,3.0
22256,221,0,29,89.0,3.0
22257,166,0,0,92.0,3.0
22258,244,0,56,52.0,3.5
22259,117,0,49,83.0,1.0
22260,337,1,35,80.0,4.0
22261,239,0,42,85.0,1.0
22262,194,0,0,92.0,3.0
22263,290,1,29,78.0,3.0
22264,427,2,16,89.0,4.5
22265,185,0,19,65.0,3.0
22266,343,1,3,68.0,2.0
22267,478,2,57,88.0,3.0
22268,238,0,26,85.0,1.0
22269,227,0,114,70.0,3
22270,29,0,10,63.0,2.0
22271,489,2,31,95.0,1.0
22272,7,0,31,95.0,1.0
22273,108,0,53,76.0,3.0
22274,181,0,19,93.0,3.0
22275,260,1,12,88.0,1.0
22276,59,0,13,80.0,2.0
22277,469,2,12,83.0,1.0
22278,24,0,56,82.0,3.5
22279,18,0,33,92.0,2.0
22280,217,0,49,96.0,1.0
22281,113,0,5,86.0,3.0
22282,213,0,0,77.0,3.0
22283,357,2,13,82.0,2.0
22284,20,0,22,68.0,2.0
22285,1,0,34,75.0,2.5
22286,201,0,13,70.0,2.0
22287,309,1,46,88.0,2.0
22288,460,2,31,90.0,1.0
22289,8,0,3,72.0,2.0
22290,414,2,32,83.0,8.0
22291,367,2,29,89.0,3.0
22292,382,2,36,93.0,4.0
22293,164,0,39,78.0,1.0
22294,291,1,153,79.0,3.0
22295,148,0,131,83.0,2.5
22296,207,0,10,62.0,2.0
22297,212,0,24,79.0,1.0
22298,143,0,20,52.0,4.0
22299,40,0,14,74.0,3.0
22300,326,1,162,80.0,3.0
22301,46,0,15,65.6,3.5
22302,369,2,46,85.0,2.0
22303,468,2,3,87.0,2.0
22304,257,1,37,78.0,2.0
22305,342,1,40,87.0,1.0
22306,273,1,8,77.0,6.0
22307,252,0,130,82.0,2.5
22308,458,2,40,83.0,1.0
22309,414,2,42,75.0,1.0
22310,198,0,22,77.0,2.0
22311,277,1,20,80.0,4.0
22312,356,2,15,78.0,3.5
22313,385,2,26,92.0,1.0
22314,369,2,20,62.0,4.0
22315,217,0,34,84.0,2.5
22316,286,1,116,88.0,2.0
22317,68,0,59,88.0,1
22318,442,2,188,76.0,3.0
22319,77,0,7,86.0,6.0
22320,339,1,124,85.0,0.5
22321,35,0,36,68.0,4.0
22322,424,2,109,82.0,3.0
22323,267,1,29,89.0,3.0
22324,415,2,31,100.0,1.0
22325,481,2,7,91.0,6.0
22326,465,2,24,98.0,1.0
22327,427,2,59,88.0,1.0
22328,473,2,9,76.0,4.5
22329,265,1,5,85.0,3.0
22330,452,2,55,86.0,2.0
22331,80,0,12,84.0,1.0
22332,451,2,73,85.0,0.5
22333,176,0,57,60.0,3.0
22334,20,0,26,60.0,1.0
22335,74,0,48,98.0,6.0
22336,129,0,17,72.0,4.0
22337,473,2,36,77.0,4.0
22338,315,1,48,83.0,6.0
22339,70,0,117,80.0,3.5
22340,66,0,3,76.0,2.0
22341,381,2,58,64.0,2.0
22342,443,2,9,80.8,4.5
22343,272,1,43,64.0,3.0
22344,174,0,136,65.0,1.0
22345,393,2,49,93.0,1.0
22346,253,1,65,82.0,1.0
22347,325,1,109,73.0,3.0
22348,462,2,12,89.0,1.0
22349,430,2,11,90.0,1.0
22350,161,0,30,80.0,1.0
22351,120,0,3,73.0,2.0
22352,424,2,10,85.0,2.0
22353,161,0,41,81.0,1.0
22354,255,1,31,95.0,1.0
22355,9,0,49,65.0,1.0
22356,163,0,12,84.0,1.0
22357,95,0,11,87.0,1.0
22358,46,0,57,69.6,3.0
22359,378,2,29,80.0,3.0
22360,289,1,36,87.0,4.0
22361,398,2,12,92.0,1.0
22362,117,0,48,82.0,6.0
22363,1,0,4,80.0,2.0
22364,217,0,57,50.0,3.0
22365,365,2,191,78.0,3.0
22366,136,0,20,62.0,4.0
22367,285,1,175,90.0,1.0
22368,35,0,49,94.0,1.0
22369,380,2,50,73.0,4.0
22370,294,1,168,72.0,2.0
22371,453,2,23,87.0,2.0
22372,8,0,12,83.0,1.0
22373,63,0,53,70.0,3.0
22374,363,2,59,90.0,1.0
22375,307,1,153,82.0,3.0
22376,97,0,51,95.0,2.0
22377,318,1,165,85.0,3.0
22378,310,1,21,85.0,1.0
22379,434,2,21,73.0,1.0
22380,240,0,117,60.0,3.5
22381,31,0,21,81.0,1.0
22382,324,1,28,65.0,1.0
22383,224,0,119,60.0,3.0
22384,410,2,48,92.0,6.0
22385,394,2,191,76.0,3.0
22386,51,0,29,85.0,3.0
22387,259,1,49,92.0,1.0
22388,420,2,190,83.0,3.0
22389,409,2,73,81.0,0.5
22390,321,1,20,78.0,4.0
22391,86,0,50,73.0,4.0
22392,298,1,2,88.0,1.0
22393,277,1,10,66.0,2.0
22394,56,0,20,90.0,4.0
22395,51,0,17,65.0,4.0
22396,394,2,114,90.0,3.0
22397,65,0,33,89.0,2.0
22398,17,0,24,85.0,1.0
22399,9,0,5,85.0,3.0
22400,333,1,17,70.0,4.0
22401,254,1,14,39.0,3.0
22402,263,1,56,69.0,3.5
22403,30,0,110,66.0,3.5
22404,178,0,12,89.0,1.0
22405,202,0,136,90.0,1.0
22406,439,2,26,75.0,1.0
22407,380,2,13,78.0,2.0
22408,430,2,23,89.0,2.0
22409,175,0,10,71.0,2.0
22410,142,0,48,85.0,6.0
22411,63,0,45,65.0,3.0
22412,441,2,19,98.0,3.0
22413,335,1,21,68.0,1.0
22414,420,2,31,95.0,1.0
22415,12,0,50,74.0,4.0
22416,418,2,105,75.0,3.0
22417,445,2,54,85.0,2.0
22418,487,2,20,50.0,4.0
22419,38,0,21,77.0,1.0
22420,144,0,26,85.0,1.0
22421,309,1,146,74.0,3.0
22422,79,0,29,83.0,3.0
22423,307,1,0,79.0,3.0
22424,351,2,28,80.0,1.0
22425,334,1,25,99.0,3.0
22426,449,2,109,82.0,3.0
22427,181,0,47,90.2,3.0
22428,340,1,24,100.0,1.0
22429,441,2,28,98.0,1.0
22430,264,1,127,90.0,3.0
22431,273,1,26,76.0,1.0
22432,170,0,31,100.0,1.0
22433,469,2,40,86.0,1.0
22434,268,1,8,76.0,6.0
22435,372,2,25,96.0,3.0
22436,190,0,55,77.0,2.0
22437,76,0,47,93.0,3.0
22438,170,0,121,83.0,2.0
22439,447,2,7,82.0,6.0
22440,189,0,56,80.0,3.5
22441,339,1,42,82.0,1.0
22442,181,0,43,90.0,3.0
22443,467,2,32,90.0,8.0
22444,153,0,2,85.0,1.0
22445,245,0,56,83.0,3.5
22446,245,0,126,86.0,2.5
22447,393,2,35,75.0,4.0
22448,129,0,10,74.0,2.0
22449,339,1,30,80.0,1.0
22450,58,0,22,77.0,2.0
22451,19,0,2,90.0,1.0
22452,342,1,45,74.0,3.0
22453,438,2,45,40.0,3.0
22454,356,2,193,90.0,1.0
22455,355,2,190,78.0,3.0
22456,178,0,49,82.0,1.0
22457,29,0,111,76.0,2.5
22458,98,0,113,44.0,2.5
22459,378,2,187,83.0,0.5
22460,240,0,109,55.0,3.0
22461,453,2,3,87.0,2.0
22462,341,1,20,71.0,4.0
22463,238,0,46,80.0,2.0
22464,111,0,56,69.0,3.5
22465,150,0,24,79.0,1.0
22466,306,1,21,78.0,1.0
22467,475,2,43,81.0,3.0
22468,251,0,20,68.0,4.0
22469,185,0,0,74.0,3.0
22470,463,2,9,85.0,4.5
22471,24,0,2,90.0,1.0
22472,417,2,35,85.0,4.0
22473,26,0,35,73.0,4.0
22474,272,1,10,70.0,2.0
22475,210,0,126,85.0,2.5
22476,269,1,50,84.0,4.0
22477,104,0,28,85.0,1.0
22478,340,1,146,82.0,3.0
22479,386,2,59,90.0,1.0
22480,65,0,9,68.0,4.5
22481,77,0,45,71.0,3.0
22482,120,0,32,88.0,8.0
22483,287,1,9,60.0,4.5
22484,409,2,48,86.0,6.0
22485,111,0,6,80.0,4.0
22486,13,0,55,74.0,2.0
22487,465,2,190,88.0,3.0
22488,289,1,157,91.0,1.0
22489,100,0,116,87.0,2.0
22490,324,1,157,83.0,1.0
22491,81,0,20,41.0,4.0
22492,437,2,31,90.0,1.0
22493,66,0,27,85.0,2.0
22494,291,1,35,61.0,4.0
22495,115,0,34,85.0,2.5
22496,381,2,12,82.0,1.0
22497,456,2,12,89.0,1.0
22498,242,0,40,85.0,1.0
22499,408,2,19,92.0,3.0
22500,299,1,20,80.0,4.0
22501,16,0,11,88.0,1.0
22502,213,0,9,57.0,4.5
22503,474,2,13,76.0,2.0
22504,164,0,52,86.0,1.0
22505,199,0,0,76.0,3.0
22506,147,0,53,77.0,3.0
22507,66,0,46,88.0,2.0
22508,401,2,53,93.0,3.0
22509,236,0,109,70.0,3.0
22510,59,0,39,75.0,1.0
22511,486,2,2,87.0,1.0
22512,23,0,49,94.0,1.0
22513,329,1,23,82.0,2.0
22514,255,1,161,80.0,2.0
22515,188,0,3,79.0,2.0
22516,338,1,109,75.0,3.0
22517,483,2,12,78.0,1.0
22518,352,2,48,82.0,6.0
22519,387,2,25,92.0,3.0
22520,144,0,24,96.0,1.0
22521,365,2,48,91.0,6.0
22522,229,0,16,81.0,4.5
22523,231,0,30,97.0,1.0
22524,70,0,55,60.0,2.0
22525,312,1,16,79.0,4.5
22526,102,0,37,85.0,2.0
22527,124,0,136,88.0,1.0
22528,28,0,39,83.0,1.0
22529,178,0,44,71.0,2.5
22530,50,0,123,60.0,2.5
22531,255,1,28,75.0,1.0
22532,300,1,46,89.0,2.0
22533,464,2,113,69.0,2.5
22534,409,2,29,91.0,3.0
22535,243,0,45,61.0,3.0
22536,12,0,46,95.0,2.0
22537,65,0,10,63.0,2.0
22538,363,2,2,90.0,1.0
22539,404,2,3,76.0,2.0
22540,352,2,24,98.0,1.0
22541,342,1,20,33.0,4.0
22542,313,1,46,88.0,2.0
22543,173,0,21,84.0,1.0
22544,128,0,131,83.0,2.5
22545,176,0,115,85.0,1.0
22546,492,2,6,83.0,4.0
22547,342,1,8,66.0,6.0
22548,19,0,115,85.0,1.0
22549,476,2,11,85.0,1.0
22550,135,0,4,74.0,2.0
22551,314,1,50,85.0,4.0
22552,491,2,28,79.0,1.0
22553,121,0,40,95.0,1.0
22554,70,0,58,59.0,2.0
22555,186,0,113,69.0,2.5
22556,179,0,46,85.0,2.0
22557,465,2,5,77.0,3.0
22558,351,2,48,75.0,6.0
22559,190,0,26,90.0,1.0
22560,489,2,37,69.0,2.0
22561,145,0,8,79.0,6.0
22562,412,2,2,82.0,1.0
22563,194,0,122,71.0,2.5
22564,170,0,2,86.0,1.0
22565,317,1,162,88.0,3.0
22566,223,0,6,75.0,4.0
22567,263,1,52,69.0,1.0
22568,429,2,55,73.0,2.0
22569,263,1,24,97.0,1.0
22570,304,1,146,85.0,3.0
22571,487,2,19,72.0,3.0
22572,268,1,43,72.0,3.0
22573,387,2,113,68.0,2.5
22574,56,0,58,69.0,2.0
22575,254,1,65,75.0,1.0
22576,337,1,24,89.0,1.0
22577,213,0,116,82.0,2.0
22578,336,1,19,71.0,3.0
22579,317,1,165,87.0,3.0
22580,400,2,19,88.0,3.0
22581,315,1,54,85.0,2.0
22582,143,0,121,77.0,2.0
22583,382,2,17,65.0,4.0
22584,156,0,126,86.0,2.5
22585,195,0,5,71.0,3.0
22586,16,0,37,93.0,2.0
22587,335,1,161,85.0,2.0
22588,56,0,13,75.0,2.0
22589,325,1,186,90.0,2.0
22590,141,0,50,84.0,4.0
22591,244,0,51,71.0,2.0
22592,40,0,3,71.0,2.0
22593,151,0,9,78.0,4.5
22594,135,0,16,80.0,4.5
22595,64,0,24,81.0,1.0
22596,54,0,55,69.0,2.0
